"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"2017","Czechia","Crude marriage rate","5.0",""
"2017","Czechia","Mean age at first marriage - males","31.8",""
"2017","Czechia","Mean age at first marriage - females","29.1",""
"2017","Czechia","Total first marriage rate - males","0.54",""
"2017","Denmark","Marriages","31,777",""
"2017","Denmark","Crude marriage rate","5.5",""
"2017","Denmark","Mean age at first marriage - males","34.8",""
"2017","Denmark","Mean age at first marriage - females","32.4",""
"2017","Denmark","Total first marriage rate - males","0.65",""
"2017","Germany (until 1990 former territory of the FRG)","Marriages","407,466",""
"2017","Germany (until 1990 former territory of the FRG)","Crude marriage rate","4.9",""
"2017","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males","34.0",""
"2017","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females","31.2",""
"2017","Germany (until 1990 former territory of the FRG)","Total first marriage rate - males","0.58",""
"2017","Germany including former GDR","Marriages","407,466",""
"2017","Germany including former GDR","Crude marriage rate","4.9",""
"2017","Germany including former GDR","Mean age at first marriage - males","34.0",""
"2017","Germany including former GDR","Mean age at first marriage - females","31.2",""
"2017","Germany including former GDR","Total first marriage rate - males","0.58",""
"2017","Estonia","Marriages","6,447",""
"2017","Estonia","Crude marriage rate","4.9",""
"2017","Estonia","Mean age at first marriage - males",":",""
"2017","Estonia","Mean age at first marriage - females",":",""
"2017","Estonia","Total first marriage rate - males",":",""
"2017","Ireland","Marriages","22,021",""
"2017","Ireland","Crude marriage rate","4.6",""
"2017","Ireland","Mean age at first marriage - males",":",""
"2017","Ireland","Mean age at first marriage - females",":",""
"2017","Ireland","Total first marriage rate - males",":",""
"2017","Greece","Marriages","50,138",""
"2017","Greece","Crude marriage rate","4.7",""
"2017","Greece","Mean age at first marriage - males","33.3",""
"2017","Greece","Mean age at first marriage - females","30.3",""
"2017","Greece","Total first marriage rate - males","0.65",""
"2017","Spain","Marriages","171,320",""
"2017","Spain","Crude marriage rate","3.7",""
"2017","Spain","Mean age at first marriage - males","35.4",""
"2017","Spain","Mean age at first marriage - females","33.2",""
"2017","Spain","Total first marriage rate - males","0.44",""
"2017","France","Marriages","234,013",""
"2017","France","Crude marriage rate","3.5",""
"2017","France","Mean age at first marriage - males",":",""
"2017","France","Mean age at first marriage - females",":",""
"2017","France","Total first marriage rate - males",":",""
"2017","France (metropolitan)","Marriages",":",""
"2017","France (metropolitan)","Crude marriage rate",":",""
"2017","France (metropolitan)","Mean age at first marriage - males",":",""
"2017","France (metropolitan)","Mean age at first marriage - females",":",""
"2017","France (metropolitan)","Total first marriage rate - males",":",""
"2017","Croatia","Marriages","20,310",""
"2017","Croatia","Crude marriage rate","4.9",""
"2017","Croatia","Mean age at first marriage - males","31.0",""
"2017","Croatia","Mean age at first marriage - females","28.2",""
"2017","Croatia","Total first marriage rate - males","0.67",""
"2017","Italy","Marriages","191,287",""
"2017","Italy","Crude marriage rate","3.2",""
"2017","Italy","Mean age at first marriage - males","35.0",""
"2017","Italy","Mean age at first marriage - females","32.2",""
"2017","Italy","Total first marriage rate - males","0.45",""
"2017","Cyprus","Marriages","5,882",""
"2017","Cyprus","Crude marriage rate","6.8",""
"2017","Cyprus","Mean age at first marriage - males",":",""
"2017","Cyprus","Mean age at first marriage - females",":",""
"2017","Cyprus","Total first marriage rate - males",":",""
"2017","Latvia","Marriages","13,150",""
"2017","Latvia","Crude marriage rate","6.8",""
"2017","Latvia","Mean age at first marriage - males","31.5",""
"2017","Latvia","Mean age at first marriage - females","28.9",""
"2017","Latvia","Total first marriage rate - males","0.70",""
"2017","Lithuania","Marriages","21,186",""
"2017","Lithuania","Crude marriage rate","7.5",""
"2017","Lithuania","Mean age at first marriage - males","30.5",""
"2017","Lithuania","Mean age at first marriage - females","27.8",""
"2017","Lithuania","Total first marriage rate - males","0.86",""
"2017","Luxembourg","Marriages","1,908",""
"2017","Luxembourg","Crude marriage rate","3.2",""
"2017","Luxembourg","Mean age at first marriage - males","34.0",""
"2017","Luxembourg","Mean age at first marriage - females","31.6",""
"2017","Luxembourg","Total first marriage rate - males","0.31",""
"2017","Hungary","Marriages","50,572",""
"2017","Hungary","Crude marriage rate","5.2",""
"2017","Hungary","Mean age at first marriage - males","32.3",""
"2017","Hungary","Mean age at first marriage - females","29.4",""
"2017","Hungary","Total first marriage rate - males","0.59",""
"2017","Malta","Marriages","2,934",""
"2017","Malta","Crude marriage rate","6.3",""
"2017","Malta","Mean age at first marriage - males",":",""
"2017","Malta","Mean age at first marriage - females",":",""
"2017","Malta","Total first marriage rate - males",":",""
"2017","Netherlands","Marriages","64,402",""
"2017","Netherlands","Crude marriage rate","3.8",""
"2017","Netherlands","Mean age at first marriage - males","33.9",""
"2017","Netherlands","Mean age at first marriage - females","31.4",""
"2017","Netherlands","Total first marriage rate - males","0.45",""
"2017","Austria","Marriages","44,981",""
"2017","Austria","Crude marriage rate","5.1",""
"2017","Austria","Mean age at first marriage - males","34.2",""
"2017","Austria","Mean age at first marriage - females","31.5",""
"2017","Austria","Total first marriage rate - males","0.58",""
"2017","Poland","Marriages","192,576",""
"2017","Poland","Crude marriage rate","5.1",""
"2017","Poland","Mean age at first marriage - males","29.6",""
"2017","Poland","Mean age at first marriage - females","27.3",""
"2017","Poland","Total first marriage rate - males","0.59",""
"2017","Portugal","Marriages","33,634",""
"2017","Portugal","Crude marriage rate","3.3",""
"2017","Portugal","Mean age at first marriage - males","32.5",""
"2017","Portugal","Mean age at first marriage - females","30.7",""
"2017","Portugal","Total first marriage rate - males","0.42",""
"2017","Romania","Marriages","142,613",""
"2017","Romania","Crude marriage rate","7.3",""
"2017","Romania","Mean age at first marriage - males","31.0",""
"2017","Romania","Mean age at first marriage - females","27.5",""
"2017","Romania","Total first marriage rate - males","0.93",""
"2017","Slovenia","Marriages","6,481",""
"2017","Slovenia","Crude marriage rate","3.1",""
"2017","Slovenia","Mean age at first marriage - males","32.9",""
"2017","Slovenia","Mean age at first marriage - females","30.4",""
"2017","Slovenia","Total first marriage rate - males","0.41",""
"2017","Slovakia","Marriages","31,309",""
"2017","Slovakia","Crude marriage rate","5.8",""
"2017","Slovakia","Mean age at first marriage - males","31.2",""
"2017","Slovakia","Mean age at first marriage - females","28.6",""
"2017","Slovakia","Total first marriage rate - males","0.65",""
"2017","Finland","Marriages","26,542",""
"2017","Finland","Crude marriage rate","4.8",""
"2017","Finland","Mean age at first marriage - males","33.9",""
"2017","Finland","Mean age at first marriage - females","31.6",""
"2017","Finland","Total first marriage rate - males","0.51",""
"2017","Sweden","Marriages","52,497",""
"2017","Sweden","Crude marriage rate","5.2",""
"2017","Sweden","Mean age at first marriage - males","36.6",""
"2017","Sweden","Mean age at first marriage - females","33.8",""
"2017","Sweden","Total first marriage rate - males","0.57",""
"2017","United Kingdom","Marriages",":",""
"2017","United Kingdom","Crude marriage rate",":",""
"2017","United Kingdom","Mean age at first marriage - males",":",""
"2017","United Kingdom","Mean age at first marriage - females",":",""
"2017","United Kingdom","Total first marriage rate - males",":",""
"2017","European Economic Area (EU28 plus IS, LI, NO)","Marriages",":",""
"2017","European Economic Area (EU28 plus IS, LI, NO)","Crude marriage rate",":",""
"2017","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2017","European Economic Area (EU28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2017","European Economic Area (EU28 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2017","European Economic Area (EU27 plus IS, LI, NO)","Marriages",":",""
"2017","European Economic Area (EU27 plus IS, LI, NO)","Crude marriage rate",":",""
"2017","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"2017","European Economic Area (EU27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"2017","European Economic Area (EU27 plus IS, LI, NO)","Total first marriage rate - males",":",""
"2017","European Free Trade Association","Marriages",":",""
"2017","European Free Trade Association","Crude marriage rate",":",""
"2017","European Free Trade Association","Mean age at first marriage - males",":",""
"2017","European Free Trade Association","Mean age at first marriage - females",":",""
"2017","European Free Trade Association","Total first marriage rate - males",":",""
"2017","Iceland","Marriages",":",""
"2017","Iceland","Crude marriage rate",":",""
"2017","Iceland","Mean age at first marriage - males",":",""
"2017","Iceland","Mean age at first marriage - females",":",""
"2017","Iceland","Total first marriage rate - males",":",""
"2017","Liechtenstein","Marriages",":",""
"2017","Liechtenstein","Crude marriage rate",":",""
"2017","Liechtenstein","Mean age at first marriage - males",":",""
"2017","Liechtenstein","Mean age at first marriage - females",":",""
"2017","Liechtenstein","Total first marriage rate - males",":",""
"2017","Norway","Marriages","23,134",""
"2017","Norway","Crude marriage rate","4.4",""
"2017","Norway","Mean age at first marriage - males","35.0",""
"2017","Norway","Mean age at first marriage - females","32.3",""
"2017","Norway","Total first marriage rate - males","0.46",""
"2017","Switzerland","Marriages","40,599",""
"2017","Switzerland","Crude marriage rate","4.8",""
"2017","Switzerland","Mean age at first marriage - males","32.8",""
"2017","Switzerland","Mean age at first marriage - females","30.4",""
"2017","Switzerland","Total first marriage rate - males","0.55",""
"2017","Montenegro","Marriages","3,272",""
"2017","Montenegro","Crude marriage rate","5.3",""
"2017","Montenegro","Mean age at first marriage - males","32.0",""
"2017","Montenegro","Mean age at first marriage - females","28.2",""
"2017","Montenegro","Total first marriage rate - males","0.71",""
"2017","North Macedonia","Marriages","13,781",""
"2017","North Macedonia","Crude marriage rate","6.6",""
"2017","North Macedonia","Mean age at first marriage - males","26.2",""
"2017","North Macedonia","Mean age at first marriage - females","26.2",""
"2017","North Macedonia","Total first marriage rate - males","0.82",""
"2017","Albania","Marriages","22,641",""
"2017","Albania","Crude marriage rate","7.9",""
"2017","Albania","Mean age at first marriage - males",":",""
"2017","Albania","Mean age at first marriage - females",":",""
"2017","Albania","Total first marriage rate - males",":",""
"2017","Serbia","Marriages","36,047",""
"2017","Serbia","Crude marriage rate","5.1",""
"2017","Serbia","Mean age at first marriage - males","31.3",""
"2017","Serbia","Mean age at first marriage - females","28.2",""
"2017","Serbia","Total first marriage rate - males","0.66",""
"2017","Turkey","Marriages","569,459",""
"2017","Turkey","Crude marriage rate","7.1",""
"2017","Turkey","Mean age at first marriage - males","27.8",""
"2017","Turkey","Mean age at first marriage - females","24.8",""
"2017","Turkey","Total first marriage rate - males","0.76",""
"2017","Andorra","Marriages",":",""
"2017","Andorra","Crude marriage rate",":",""
"2017","Andorra","Mean age at first marriage - males",":",""
"2017","Andorra","Mean age at first marriage - females",":",""
"2017","Andorra","Total first marriage rate - males",":",""
"2017","Belarus","Marriages","66,215",""
"2017","Belarus","Crude marriage rate","7.0",""
"2017","Belarus","Mean age at first marriage - males",":",""
"2017","Belarus","Mean age at first marriage - females",":",""
"2017","Belarus","Total first marriage rate - males",":",""
"2017","Bosnia and Herzegovina","Marriages",":",""
"2017","Bosnia and Herzegovina","Crude marriage rate",":",""
"2017","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"2017","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"2017","Bosnia and Herzegovina","Total first marriage rate - males",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages","17,112",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate","9.6",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"2017","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":",""
"2017","Moldova","Marriages",":",""
"2017","Moldova","Crude marriage rate",":",""
"2017","Moldova","Mean age at first marriage - males",":",""
"2017","Moldova","Mean age at first marriage - females",":",""
"2017","Moldova","Total first marriage rate - males",":",""
"2017","Monaco","Marriages",":",""
"2017","Monaco","Crude marriage rate",":",""
"2017","Monaco","Mean age at first marriage - males",":",""
"2017","Monaco","Mean age at first marriage - females",":",""
"2017","Monaco","Total first marriage rate - males",":",""
"2017","Russia","Marriages",":",""
"2017","Russia","Crude marriage rate",":",""
"2017","Russia","Mean age at first marriage - males",":",""
"2017","Russia","Mean age at first marriage - females",":",""
"2017","Russia","Total first marriage rate - males",":",""
"2017","San Marino","Marriages",":",""
"2017","San Marino","Crude marriage rate",":",""
"2017","San Marino","Mean age at first marriage - males",":",""
"2017","San Marino","Mean age at first marriage - females",":",""
"2017","San Marino","Total first marriage rate - males",":",""
"2017","Ukraine","Marriages","249,522",""
"2017","Ukraine","Crude marriage rate","5.9",""
"2017","Ukraine","Mean age at first marriage - males",":",""
"2017","Ukraine","Mean age at first marriage - females",":",""
"2017","Ukraine","Total first marriage rate - males",":",""
"2017","Armenia","Marriages","15,214",""
"2017","Armenia","Crude marriage rate","5.1",""
"2017","Armenia","Mean age at first marriage - males",":",""
"2017","Armenia","Mean age at first marriage - females",":",""
"2017","Armenia","Total first marriage rate - males",":",""
"2017","Azerbaijan","Marriages","62,923",""
"2017","Azerbaijan","Crude marriage rate","6.4",""
"2017","Azerbaijan","Mean age at first marriage - males",":",""
"2017","Azerbaijan","Mean age at first marriage - females",":",""
"2017","Azerbaijan","Total first marriage rate - males",":",""
"2017","Georgia","Marriages","23,684",""
"2017","Georgia","Crude marriage rate","6.4",""
"2017","Georgia","Mean age at first marriage - males",":",""
"2017","Georgia","Mean age at first marriage - females",":",""
"2017","Georgia","Total first marriage rate - males",":",""
